Family_number,Family_Root,Number_of_members,DNA,RNA,Multi,None,Total_VIP,Num_Critical
597,LECA,12,1,0,2,9,3,0
5974,Vertebrata,3,1,0,0,2,1,0
598,LECA,4,0,0,0,4,0,0
5988,Vertebrata,2,0,0,0,2,0,0
5989,LECA,10,2,1,1,6,4,0
599,LECA,14,3,2,0,9,5,0
5994,LECA,4,0,0,2,2,2,0
6,LECA,38,3,4,4,27,11,0
60,LECA,11,0,2,1,8,3,1
600,Gnathostomata,2,0,0,1,1,1,0
6002,Chordata,2,0,0,1,1,1,0
6011,LECA,2,0,0,0,2,0,0
6015,LECA,4,0,0,1,3,1,0
6018,LECA,3,2,0,0,1,2,0
602,LECA,2,0,0,0,2,0,0
6020,Vertebrata,3,1,0,0,2,1,0
6029,LECA,2,0,0,0,2,0,0
603,LECA,12,0,2,0,10,2,1
6040,LECA,2,1,0,0,1,1,0
6047,Vertebrata,2,0,0,0,2,0,0
605,Gnathostomata,2,1,0,0,1,1,0
6050,Vertebrata,2,0,0,1,1,1,0
6053,Gnathostomata,4,0,0,1,3,1,0
6057,Vertebrata,2,1,0,0,1,1,0
606,Gnathostomata,2,1,0,0,1,1,0
6060,Chordata,3,1,0,0,2,1,1
6063,Chordata,2,0,0,0,2,0,0
6069,Gnathostomata,2,0,0,0,2,0,0
607,LECA,4,0,0,1,3,1,0
6075,LECA,2,1,0,0,1,1,1
608,LECA,8,1,1,1,5,3,0
6088,Vertebrata,2,0,0,0,2,0,0
6093,LECA,2,1,0,1,0,2,1
61,LECA,2,0,1,0,1,1,0
610,LECA,20,3,0,5,12,8,1
6105,Bilateria,2,0,1,0,1,1,0
611,Gnathostomata,3,0,0,0,3,0,0
6117,LECA,4,1,0,0,3,1,0
612,Bilateria,3,0,0,1,2,1,0
6122,LECA,2,0,0,0,2,0,0
6129,LECA,3,0,0,0,3,0,1
613,LECA,2,1,0,1,0,2,0
6131,Gnathostomata,2,0,0,0,2,0,0
6138,Gnathostomata,2,2,0,0,0,2,0
614,Chordata,9,1,1,1,6,3,0
6142,LECA,3,0,1,2,0,3,0
6146,LECA,2,1,0,0,1,1,0
6147,Vertebrata,2,0,0,0,2,0,0
6148,Vertebrata,3,1,0,0,2,1,1
6150,Gnathostomata,2,0,0,0,2,0,0
6157,LECA,2,1,0,1,0,2,1
6167,LECA,2,0,1,0,1,1,0
617,LECA,26,1,4,2,19,7,3
6170,Gnathostomata,3,0,0,1,2,1,0
6175,LECA,3,0,0,0,3,0,0
618,Bilateria,15,0,1,1,13,2,1
6185,LECA,3,2,1,0,0,3,0
6193,LECA,2,0,0,1,1,1,0
6195,Eutheria,4,0,0,0,4,0,0
6196,Bilateria,4,1,0,0,3,1,0
620,Bilateria,6,1,0,3,2,4,2
6203,Gnathostomata,2,0,0,0,2,0,0
621,Bilateria,3,0,0,0,3,0,0
6210,LECA,2,0,0,1,1,1,0
6214,Bilateria,3,0,1,1,1,2,1
6217,LECA,2,0,0,0,2,0,0
6219,LECA,6,1,0,1,4,2,0
622,Bilateria,5,0,0,0,5,0,0
623,LECA,2,0,0,0,2,0,0
6231,LECA,4,0,0,0,4,0,0
6240,Bilateria,4,1,1,1,1,3,0
626,LECA,3,0,0,1,2,1,0
6260,Gnathostomata,2,0,0,0,2,0,0
6264,Vertebrata,3,0,0,1,2,1,0
627,LECA,7,0,0,3,4,3,1
628,LECA,5,2,0,2,1,4,0
6287,LECA,2,0,0,0,2,0,0
629,LECA,15,5,1,1,8,7,0
6293,LECA,2,0,0,1,1,1,0
6297,Bilateria,3,0,0,0,3,0,0
63,LECA,2,1,0,0,1,1,1
630,LECA,4,0,1,0,3,1,0
6303,Bilateria,3,1,1,0,1,2,0
6312,LECA,2,1,0,0,1,1,0
6318,LECA,4,0,1,1,2,2,0
632,Bilateria,4,1,1,1,1,3,0
6322,LECA,3,0,0,0,3,0,0
6328,LECA,7,2,1,0,4,3,0
633,Bilateria,6,1,0,2,3,3,0
6337,LECA,3,0,0,0,3,0,0
6347,LECA,3,0,0,0,3,0,0
6351,LECA,2,0,0,0,2,0,0
6364,Vertebrata,2,0,1,0,1,1,0
6366,LECA,2,1,0,0,1,1,0
638,LECA,2,1,1,0,0,2,0
6383,LECA,2,0,2,0,0,2,0
6386,Gnathostomata,2,0,0,0,2,0,0
639,Bilateria,4,0,0,0,4,0,0
6391,LECA,2,1,0,0,1,1,0
6396,Opisthokonta,2,0,0,1,1,1,0
6399,Chordata,3,0,0,0,3,0,0
64,LECA,39,4,4,1,30,9,1
640,LECA,24,1,4,3,16,8,0
6403,LECA,2,0,0,0,2,0,0
6412,Gnathostomata,2,0,0,1,1,1,0
642,LECA,4,0,1,0,3,1,0
6434,Chordata,3,0,1,1,1,2,0
6438,Chordata,2,1,0,0,1,1,0
644,LECA,2,1,0,1,0,2,0
6442,LECA,2,1,1,0,0,2,0
645,LECA,4,0,1,2,1,3,0
6451,Gnathostomata,2,0,0,1,1,1,0
646,Vertebrata,2,1,0,1,0,2,0
647,LECA,9,2,1,0,6,3,1
6470,LECA,3,0,0,0,3,0,0
6477,Bilateria,2,1,0,0,1,1,0
6479,Gnathostomata,2,0,0,0,2,0,0
648,Eutheria,2,1,0,0,1,1,0
6483,LECA,3,1,1,0,1,2,0
6484,Vertebrata,3,1,1,0,1,2,0
6486,LECA,3,0,1,0,2,1,0
649,LECA,2,0,1,0,1,1,0
6494,LECA,3,1,0,1,1,2,0
65,LECA,2,0,0,1,1,1,0
650,LECA,9,1,1,1,6,3,0
6500,LECA,4,0,2,0,2,2,0
651,Opisthokonta,3,1,0,0,2,1,0
6511,Gnathostomata,3,1,0,1,1,2,0
652,Bilateria,5,0,3,1,1,4,0
6529,LECA,2,0,0,0,2,0,0
6539,Euteleostomi,2,0,0,1,1,1,0
6543,Vertebrata,5,0,0,1,4,1,0
655,LECA,10,0,0,2,8,2,0
6553,LECA,2,0,0,1,1,1,0
6554,Bilateria,6,1,1,0,4,2,1
6576,LECA,4,1,0,1,2,2,0
6577,LECA,3,0,1,0,2,1,0
6583,LECA,6,0,0,1,5,1,0
659,LECA,7,0,0,0,7,0,0
66,LECA,19,3,5,0,11,8,1
660,LECA,2,0,1,0,1,1,0
661,Vertebrata,2,1,0,0,1,1,0
662,LECA,16,1,2,3,10,6,1
663,Bilateria,10,1,0,3,6,4,0
6634,LECA,2,0,0,0,2,0,0
6647,Amniota,2,0,0,0,2,0,0
668,LECA,2,0,0,0,2,0,0
6685,LECA,2,0,1,0,1,1,0
6688,LECA,4,0,1,0,3,1,0
6689,LECA,21,1,4,6,10,11,1
669,LECA,2,2,0,0,0,2,0
67,LECA,2,0,2,0,0,2,0
670,LECA,5,1,0,2,2,3,0
6704,Vertebrata,2,0,0,1,1,1,0
671,Vertebrata,2,0,0,0,2,0,0
6716,LECA,2,0,0,1,1,1,0
6719,Bilateria,2,0,1,0,1,1,0
673,LECA,3,0,0,0,3,0,0
6731,LECA,3,0,1,0,2,1,0
6741,LECA,2,0,0,0,2,0,0
6745,LECA,2,0,0,1,1,1,0
676,LECA,4,0,0,2,2,2,0
677,LECA,2,0,2,0,0,2,0
6775,Chordata,2,1,0,0,1,1,0
678,LECA,18,5,0,0,13,5,1
679,Bilateria,2,0,0,1,1,1,0
6795,Vertebrata,2,0,0,0,2,0,0
6798,LECA,2,0,0,0,2,0,0
68,LECA,4,0,0,1,3,1,0
6800,Gnathostomata,3,0,1,0,2,1,0
6809,Gnathostomata,2,0,0,1,1,1,1
6824,LECA,2,1,0,0,1,1,0
6830,LECA,2,0,0,0,2,0,0
684,Gnathostomata,2,1,1,0,0,2,0
6841,LECA,2,0,0,2,0,2,0
6846,Vertebrata,2,0,0,1,1,1,0
685,LECA,3,0,2,0,1,2,0
6867,LECA,2,0,0,0,2,0,0
6874,LECA,2,0,0,0,2,0,0
6879,Tetrapoda,2,0,0,1,1,1,0
688,LECA,6,0,1,1,4,2,0
6880,Vertebrata,2,0,0,0,2,0,0
689,LECA,4,1,1,1,1,3,0
69,LECA,3,1,0,0,2,1,0
690,LECA,6,0,1,1,4,2,0
6901,LECA,3,0,2,0,1,2,0
6907,Gnathostomata,2,0,0,0,2,0,0
6909,Gnathostomata,2,0,0,0,2,0,0
6913,Chordata,2,0,0,0,2,0,0
6927,Gnathostomata,2,0,0,0,2,0,0
693,LECA,2,0,1,1,0,2,1
6936,Bilateria,2,0,1,0,1,1,0
6942,Bilateria,3,0,0,0,3,0,1
6943,LECA,2,0,1,0,1,1,0
6944,LECA,2,0,1,0,1,1,0
6948,Vertebrata,3,1,0,0,2,1,0
695,Vertebrata,2,0,0,0,2,0,0
6950,LECA,4,0,1,0,3,1,0
6957,LECA,4,1,0,0,3,1,0
6967,LECA,4,0,1,1,2,2,0
697,LECA,13,2,0,0,11,2,1
6970,Chordata,4,0,0,1,3,1,0
6975,Amniota,2,0,0,0,2,0,0
6976,LECA,3,0,0,2,1,2,1
698,Bilateria,2,0,0,0,2,0,0
6984,Bilateria,2,0,0,0,2,0,0
699,LECA,6,2,1,1,2,4,0
6994,Bilateria,2,1,0,0,1,1,0
6997,Gnathostomata,2,0,0,0,2,0,0
7,Vertebrata,2,1,0,0,1,1,1
70,LECA,18,0,2,0,16,2,0
7002,LECA,3,1,0,1,1,2,0
7006,LECA,2,0,0,1,1,1,0
7008,LECA,3,0,0,1,2,1,0
7009,LECA,3,1,0,0,2,1,0
701,Chordata,2,1,0,0,1,1,0
7010,Gnathostomata,2,0,0,0,2,0,0
7013,Gnathostomata,2,0,0,1,1,1,0
703,LECA,34,5,4,1,24,10,3
7031,LECA,6,1,0,0,5,1,0
7046,Vertebrata,3,0,0,1,2,1,0
705,Bilateria,6,3,1,0,2,4,0
7050,Homininae,2,1,0,0,1,1,0
7058,Bilateria,2,0,1,0,1,1,0
706,LECA,5,0,1,0,4,1,0
7060,Bilateria,2,0,0,0,2,0,0
7066,Opisthokonta,2,0,0,0,2,0,0
707,Opisthokonta,5,1,1,1,2,3,0
7073,LECA,4,0,1,0,3,1,0
7075,LECA,4,0,0,1,3,1,0
709,LECA,2,1,0,0,1,1,0
7096,Vertebrata,5,1,0,0,4,1,0
7098,Gnathostomata,2,1,1,0,0,2,0
71,LECA,11,1,5,3,2,9,1
7109,Euteleostomi,2,0,0,0,2,0,0
711,LECA,2,0,0,0,2,0,0
7120,Gnathostomata,2,1,0,1,0,2,0
7125,LECA,2,0,0,1,1,1,0
713,Bilateria,6,1,0,1,4,2,0
714,Bilateria,6,1,1,0,4,2,0
7143,LECA,2,0,0,0,2,0,0
7147,Euteleostomi,2,1,0,1,0,2,0
7156,LECA,2,0,0,0,2,0,0
7159,Sarcopterygii,2,0,0,0,2,0,0
7165,Opisthokonta,3,0,0,0,3,0,0
7174,LECA,3,1,0,0,2,1,0
7179,Euteleostomi,2,0,0,1,1,1,0
7199,Euteleostomi,9,1,1,0,7,2,0
72,LECA,6,1,1,1,3,3,0
720,LECA,2,0,0,1,1,1,0
7201,Opisthokonta,2,0,0,1,1,1,0
7209,Gnathostomata,2,0,0,0,2,0,0
721,LECA,2,1,0,0,1,1,0
722,LECA,4,0,1,0,3,1,0
7221,Vertebrata,2,0,0,0,2,0,0
7223,LECA,4,0,1,0,3,1,0
7224,LECA,3,1,0,1,1,2,1
723,Vertebrata,2,0,0,0,2,0,0
7231,LECA,2,0,0,0,2,0,0
724,Chordata,19,2,1,1,15,4,1
7241,Hominoidea,2,0,0,1,1,1,0
7242,Vertebrata,2,0,0,0,2,0,0
7249,Bilateria,3,0,1,0,2,1,0
725,LECA,3,0,1,0,2,1,0
7253,Gnathostomata,2,0,0,0,2,0,0
726,LECA,2,1,0,1,0,2,0
7262,Bilateria,10,1,0,3,6,4,0
727,Opisthokonta,9,0,1,0,8,1,0
7272,LECA,2,0,0,0,2,0,0
728,LECA,2,0,0,0,2,0,0
7283,Euteleostomi,2,0,0,0,2,0,0
7284,Amniota,2,0,0,1,1,1,0
7288,LECA,2,0,0,0,2,0,0
729,Bilateria,4,1,0,0,3,1,0
7298,Euteleostomi,2,0,0,1,1,1,0
73,LECA,4,1,0,1,2,2,0
730,LECA,6,4,0,1,1,5,0
7304,LECA,6,0,1,1,4,2,0
7305,LECA,4,0,1,0,3,1,0
731,LECA,11,0,1,1,9,2,1
7319,Eutheria,2,1,0,0,1,1,0
732,LECA,38,2,9,6,21,17,2
7325,Gnathostomata,2,0,0,0,2,0,0
7328,Vertebrata,7,1,0,1,5,2,0
733,LECA,12,2,0,1,9,3,0
7335,Chordata,3,1,0,0,2,1,0
7337,Bilateria,3,0,0,0,3,0,0
7338,Gnathostomata,3,0,0,0,3,0,0
734,LECA,2,0,0,0,2,0,0
7341,LECA,2,1,0,0,1,1,0
7352,LECA,5,0,0,0,5,0,0
7356,LECA,4,1,0,0,3,1,0
736,LECA,7,1,1,0,5,2,0
737,LECA,2,1,0,0,1,1,0
7370,Sarcopterygii,2,0,1,1,0,2,0
738,LECA,4,2,0,0,2,2,0
7381,Vertebrata,2,0,0,0,2,0,0
74,Vertebrata,2,0,0,0,2,0,0
742,Bilateria,2,0,0,1,1,1,0
7421,Bilateria,2,0,0,0,2,0,0
7425,LECA,2,0,1,1,0,2,0
7427,Gnathostomata,2,0,0,0,2,0,0
7432,LECA,2,0,1,0,1,1,1
7435,LECA,2,0,0,1,1,1,0
7438,LECA,2,0,1,0,1,1,0
744,LECA,4,1,3,0,0,4,0
745,Opisthokonta,2,1,0,0,1,1,0
7450,Gnathostomata,2,0,0,0,2,0,0
746,Gnathostomata,2,0,1,1,0,2,0
7469,LECA,2,0,0,0,2,0,0
748,LECA,6,0,1,2,3,3,0
7481,LECA,3,0,0,1,2,1,0
749,Opisthokonta,5,1,1,0,3,2,0
7493,LECA,2,1,0,0,1,1,0
75,LECA,2,0,0,0,2,0,0
750,LECA,2,0,0,0,2,0,0
7502,Vertebrata,4,1,1,0,2,2,0
7503,Amniota,2,0,0,0,2,0,0
7509,Bilateria,3,0,1,1,1,2,0
7517,Homo sapiens,2,1,0,1,0,2,0
7519,Homininae,2,0,0,0,2,0,0
752,LECA,3,1,0,1,1,2,0
7525,Vertebrata,3,0,0,0,3,0,0
7547,LECA,2,0,0,0,2,0,0
757,LECA,3,0,0,0,3,0,1
7574,LECA,2,1,0,0,1,1,0
758,Vertebrata,4,0,2,1,1,3,0
759,LECA,5,0,1,0,4,1,0
7591,Vertebrata,2,0,0,0,2,0,0
76,LECA,4,0,0,1,3,1,1
7606,LECA,2,0,0,0,2,0,0
7614,Gnathostomata,2,0,0,0,2,0,0
7616,Vertebrata,2,0,1,0,1,1,0
7620,Vertebrata,3,0,0,0,3,0,0
7624,Vertebrata,2,0,0,1,1,1,0
763,LECA,8,1,1,1,5,3,0
7635,LECA,2,0,1,0,1,1,0
7643,Bilateria,2,0,1,0,1,1,0
7645,Gnathostomata,2,0,0,0,2,0,0
765,LECA,9,1,0,4,4,5,1
7657,Gnathostomata,2,1,0,0,1,1,0
766,Vertebrata,2,0,1,0,1,1,0
7672,Bilateria,2,0,0,0,2,0,0
768,LECA,5,0,1,1,3,2,0
7687,Vertebrata,2,0,0,0,2,0,0
7693,LECA,2,0,1,1,0,2,0
77,LECA,3,0,0,1,2,1,0
770,LECA,11,1,0,4,6,5,0
772,LECA,6,3,0,1,2,4,1
7722,LECA,3,1,0,0,2,1,0
7726,Gnathostomata,2,0,0,0,2,0,0
773,LECA,6,2,1,0,3,3,1
7733,Vertebrata,2,0,1,0,1,1,0
7737,Bilateria,4,0,2,0,2,2,0
7741,Eutheria,2,0,1,0,1,1,0
775,Vertebrata,2,0,0,0,2,0,0
7755,Gnathostomata,4,0,1,0,3,1,0
776,Vertebrata,3,1,1,1,0,3,1
7761,Bilateria,2,1,0,0,1,1,0
7767,LECA,2,1,0,0,1,1,0
7774,Gnathostomata,2,0,0,0,2,0,0
7785,Vertebrata,2,0,1,0,1,1,0
779,LECA,4,0,1,0,3,1,0
78,LECA,2,0,0,1,1,1,0
780,LECA,10,0,1,1,8,2,0
7806,LECA,2,0,1,0,1,1,1
7810,LECA,2,0,0,0,2,0,0
7819,Bilateria,5,2,0,0,3,2,0
783,LECA,19,2,1,1,15,4,1
784,LECA,5,1,0,2,2,3,0
7849,Boreoeutheria,2,1,0,0,1,1,0
7856,LECA,3,0,1,0,2,1,0
786,LECA,23,5,3,7,8,15,2
7860,Vertebrata,2,0,1,0,1,1,0
7868,Bilateria,4,0,0,0,4,0,0
7869,LECA,2,0,0,0,2,0,0
788,Bilateria,3,1,1,0,1,2,0
7888,LECA,2,1,1,0,0,2,0
789,Opisthokonta,3,0,0,3,0,3,0
79,LECA,4,1,1,0,2,2,0
7900,LECA,2,1,1,0,0,2,0
7903,Tetrapoda,3,0,0,0,3,0,0
791,LECA,3,2,0,0,1,2,0
7913,Eutheria,2,0,0,0,2,0,0
7919,Bilateria,3,0,0,0,3,0,0
792,LECA,2,0,1,0,1,1,1
7923,LECA,2,0,0,0,2,0,0
7932,LECA,2,0,0,0,2,0,0
7944,LECA,11,3,1,1,6,5,1
7946,LECA,2,1,0,0,1,1,0
795,LECA,8,0,1,0,7,1,0
7952,Opisthokonta,2,2,0,0,0,2,0
7953,Bilateria,2,1,0,0,1,1,0
7954,Chordata,3,1,1,0,1,2,0
7960,LECA,2,0,0,0,2,0,0
7965,Vertebrata,4,0,0,2,2,2,0
799,LECA,3,1,1,0,1,2,0
7998,Vertebrata,3,0,1,0,2,1,0
8,LECA,4,0,0,0,4,0,0
80,LECA,6,0,2,1,3,3,1
800,Vertebrata,2,0,0,0,2,0,0
8011,Gnathostomata,2,0,0,1,1,1,0
8015,LECA,3,0,1,0,2,1,0
803,LECA,2,0,0,0,2,0,0
8055,Bilateria,2,0,1,0,1,1,0
8060,Chordata,3,1,0,0,2,1,0
807,LECA,10,0,1,0,9,1,0
8081,LECA,2,0,0,0,2,0,0
809,LECA,2,0,0,1,1,1,0
8093,Vertebrata,2,0,0,0,2,0,0
81,Theria,3,1,0,1,1,2,0
8103,LECA,3,0,0,0,3,0,0
8112,LECA,2,0,0,1,1,1,0
8122,Chordata,3,0,2,0,1,2,0
8124,Chordata,2,0,0,0,2,0,0
813,Vertebrata,3,0,1,0,2,1,0
8130,Gnathostomata,2,0,1,0,1,1,0
8136,LECA,3,0,0,1,2,1,0
814,LECA,3,2,0,0,1,2,0
8148,Vertebrata,2,0,0,0,2,0,0
8165,Euteleostomi,2,0,1,0,1,1,0
817,LECA,3,0,1,1,1,2,0
818,LECA,2,1,0,0,1,1,0
8196,Vertebrata,2,1,1,0,0,2,0
8197,Theria,12,1,1,0,10,2,1
82,Gnathostomata,2,0,0,0,2,0,0
820,LECA,20,1,1,6,12,8,1
8205,Bilateria,2,0,1,0,1,1,0
821,LECA,7,1,1,0,5,2,0
8214,LECA,2,0,1,0,1,1,0
8220,Gnathostomata,3,1,1,0,1,2,0
8224,Vertebrata,2,0,1,0,1,1,0
8239,LECA,2,0,1,0,1,1,0
8240,LECA,5,0,1,0,4,1,0
8241,LECA,3,0,0,0,3,0,0
8248,Opisthokonta,3,1,1,0,1,2,0
8252,LECA,3,2,0,0,1,2,0
826,LECA,4,0,0,0,4,0,0
8262,LECA,3,1,1,0,1,2,1
8264,LECA,2,0,1,0,1,1,0
8279,LECA,2,0,0,0,2,0,0
828,LECA,5,0,2,0,3,2,0
8281,LECA,3,0,0,1,2,1,0
829,LECA,2,1,0,0,1,1,0
83,LECA,13,1,2,1,9,4,1
8301,Bilateria,3,0,1,0,2,1,0
8318,Sarcopterygii,3,0,0,0,3,0,0
8332,Vertebrata,2,0,0,1,1,1,0
8352,Euteleostomi,2,0,0,0,2,0,0
8355,Amniota,3,0,1,0,2,1,1
8365,Gnathostomata,3,1,1,0,1,2,0
8369,Gnathostomata,3,0,1,0,2,1,0
8371,LECA,2,0,0,1,1,1,0
8373,Theria,2,0,0,0,2,0,0
838,LECA,2,0,0,0,2,0,0
839,Opisthokonta,3,1,1,1,0,3,0
84,LECA,7,0,1,2,4,3,0
840,LECA,3,1,0,0,2,1,0
8410,Bilateria,3,1,0,1,1,2,0
842,LECA,6,2,0,0,4,2,0
8436,LECA,3,0,1,0,2,1,0
844,Vertebrata,4,0,0,1,3,1,0
846,Bilateria,6,0,0,0,6,0,0
8460,Gnathostomata,2,0,0,0,2,0,0
848,Gnathostomata,3,3,0,0,0,3,0
8485,Opisthokonta,2,0,0,0,2,0,0
849,Opisthokonta,2,0,0,0,2,0,0
8495,LECA,3,0,0,2,1,2,0
8496,Bilateria,2,0,0,0,2,0,0
850,LECA,5,0,0,0,5,0,0
851,LECA,6,0,0,0,6,0,0
8511,Euteleostomi,2,0,0,1,1,1,0
8512,Vertebrata,4,1,0,0,3,1,0
852,Bilateria,4,0,0,1,3,1,0
8523,Bilateria,3,0,1,0,2,1,0
8536,Bilateria,2,0,0,0,2,0,0
854,LECA,13,0,3,4,6,7,1
855,LECA,3,0,1,1,1,2,0
856,Vertebrata,3,1,0,0,2,1,0
8562,Vertebrata,2,1,0,0,1,1,0
857,LECA,6,0,0,0,6,0,0
859,LECA,3,0,0,1,2,1,0
86,Opisthokonta,2,0,1,0,1,1,0
860,Vertebrata,3,0,0,0,3,0,0
8615,Opisthokonta,2,0,0,0,2,0,0
862,LECA,7,1,0,0,6,1,0
8623,Bilateria,2,0,0,0,2,0,0
8627,Gnathostomata,2,1,0,0,1,1,0
863,LECA,8,1,0,0,7,1,0
8647,LECA,3,1,0,0,2,1,0
8653,Catarrhini,2,1,1,0,0,2,0
866,LECA,2,0,0,0,2,0,0
867,LECA,7,0,2,0,5,2,0
8672,Chordata,2,0,0,0,2,0,0
8674,LECA,2,0,1,1,0,2,0
8677,Euteleostomi,2,0,0,1,1,1,0
868,Bilateria,2,0,0,0,2,0,0
8685,Vertebrata,3,0,0,0,3,0,0
87,Chordata,3,0,0,0,3,0,0
870,Vertebrata,3,0,2,0,1,2,0
8707,LECA,2,1,1,0,0,2,0
871,Eutheria,8,0,1,0,7,1,0
8714,LECA,3,0,1,1,1,2,0
8717,Gnathostomata,2,0,0,0,2,0,0
873,LECA,6,0,0,1,5,1,0
8734,Eutheria,4,0,1,1,2,2,0
874,LECA,14,3,0,1,10,4,0
8745,Euteleostomi,2,1,0,0,1,1,0
8749,LECA,2,1,0,0,1,1,0
8759,LECA,2,0,1,0,1,1,0
878,Gnathostomata,2,0,0,1,1,1,0
879,LECA,4,1,1,1,1,3,0
88,LECA,21,1,2,3,15,6,2
880,Chordata,10,1,3,0,6,4,0
8807,Vertebrata,2,0,0,0,2,0,0
8824,Opisthokonta,3,0,0,0,3,0,0
8829,LECA,2,0,1,0,1,1,0
883,Bilateria,20,4,1,2,13,7,0
8839,LECA,4,1,0,0,3,1,0
884,Bilateria,2,1,0,0,1,1,0
8841,Vertebrata,2,0,1,0,1,1,0
8862,LECA,2,0,0,0,2,0,0
887,Bilateria,22,2,0,2,18,4,1
888,Gnathostomata,2,0,0,1,1,1,1
8880,LECA,2,1,0,0,1,1,0
889,Bilateria,8,0,4,0,4,4,0
89,LECA,133,9,7,12,105,28,3
890,Opisthokonta,10,2,0,3,5,5,0
891,Bilateria,5,1,1,0,3,2,1
893,LECA,3,0,1,1,1,2,0
895,LECA,5,2,1,2,0,5,0
8964,Vertebrata,2,0,1,0,1,1,0
897,Opisthokonta,2,0,1,0,1,1,0
8978,LECA,2,0,0,1,1,1,0
898,LECA,16,2,5,2,7,9,2
8980,Gnathostomata,3,0,0,0,3,0,0
8982,Vertebrata,2,0,0,0,2,0,1
8983,Simiiformes,2,0,0,0,2,0,0
9,LECA,3,0,1,0,2,1,0
90,LECA,2,0,1,0,1,1,0
900,LECA,3,0,0,1,2,1,0
9004,LECA,4,1,1,0,2,2,0
9006,Bilateria,2,0,0,0,2,0,0
901,Gnathostomata,2,1,0,0,1,1,0
902,Vertebrata,2,0,0,1,1,1,0
9020,Primates,4,0,2,1,1,3,0
9039,Vertebrata,2,0,0,0,2,0,0
905,LECA,9,3,0,2,4,5,1
9053,Gnathostomata,2,0,0,0,2,0,0
9054,Vertebrata,2,0,0,0,2,0,0
906,Bilateria,20,1,1,0,18,2,0
907,LECA,4,1,0,1,2,2,0
908,LECA,3,0,1,0,2,1,0
9080,LECA,4,0,0,0,4,0,0
9088,LECA,2,0,0,0,2,0,0
91,LECA,17,3,1,1,12,5,1
911,LECA,3,1,2,0,0,3,0
9129,LECA,2,0,0,1,1,1,0
9132,Gnathostomata,2,0,1,0,1,1,0
914,Bilateria,3,0,0,0,3,0,0
9144,Opisthokonta,2,0,0,2,0,2,0
915,Opisthokonta,4,0,0,1,3,1,0
9156,Gnathostomata,2,0,0,0,2,0,0
9164,Bilateria,2,0,1,0,1,1,0
917,LECA,4,1,0,0,3,1,0
9174,Vertebrata,2,2,0,0,0,2,0
918,Gnathostomata,2,0,0,0,2,0,0
9190,Bilateria,2,1,0,0,1,1,0
9193,LECA,2,1,0,1,0,2,1
9198,LECA,2,0,0,0,2,0,0
92,LECA,18,0,4,3,11,7,2
920,LECA,2,0,1,0,1,1,0
9214,Eutheria,2,0,1,1,0,2,0
9215,LECA,2,0,0,0,2,0,0
9231,LECA,10,0,1,0,9,1,1
9239,LECA,2,1,0,1,0,2,0
9251,LECA,2,1,0,0,1,1,0
9269,LECA,2,0,1,0,1,1,0
927,LECA,2,0,0,0,2,0,0
9278,Bilateria,2,0,0,1,1,1,0
928,LECA,3,0,0,1,2,1,1
930,Opisthokonta,4,1,1,1,1,3,0
9307,LECA,3,0,1,0,2,1,0
9356,Euteleostomi,2,0,0,0,2,0,0
9368,LECA,2,0,0,1,1,1,0
937,LECA,7,1,0,0,6,1,0
9374,Chordata,2,0,1,0,1,1,0
9376,LECA,2,1,1,0,0,2,1
9382,Euteleostomi,12,0,0,2,10,2,0
9397,Eutheria,2,0,0,0,2,0,0
940,Bilateria,3,1,0,0,2,1,0
941,Bilateria,4,0,0,0,4,0,0
9417,Gnathostomata,2,0,0,0,2,0,0
942,Chordata,7,2,0,1,4,3,1
9428,Vertebrata,3,0,0,0,3,0,0
943,Bilateria,4,0,2,0,2,2,0
944,LECA,8,2,1,3,2,6,0
9449,Vertebrata,2,0,0,1,1,1,0
945,LECA,5,1,0,0,4,1,0
946,LECA,2,0,0,0,2,0,0
9460,LECA,2,0,0,0,2,0,0
947,LECA,4,1,1,1,1,3,0
948,LECA,4,0,0,1,3,1,0
95,LECA,32,4,1,5,22,10,1
950,Bilateria,3,0,1,1,1,2,0
9503,Euteleostomi,4,1,1,0,2,2,0
951,LECA,4,0,0,1,3,1,0
9510,LECA,2,0,1,0,1,1,0
9517,LECA,2,0,0,0,2,0,0
952,LECA,32,6,5,7,14,18,2
9528,LECA,3,0,0,1,2,1,0
953,LECA,5,0,1,0,4,1,0
954,LECA,33,3,9,7,14,19,0
9542,LECA,10,2,1,1,6,4,0
9543,Eutheria,2,0,0,0,2,0,0
9544,Gnathostomata,2,0,0,0,2,0,0
955,LECA,2,1,0,1,0,2,0
956,Vertebrata,4,1,0,1,2,2,0
9566,LECA,2,0,1,0,1,1,0
9567,Bilateria,2,1,0,0,1,1,0
957,LECA,2,0,0,0,2,0,0
9570,Bilateria,2,0,0,1,1,1,0
9573,LECA,2,0,0,1,1,1,0
9581,Vertebrata,2,0,0,1,1,1,0
96,Chordata,3,0,0,3,0,3,0
9633,Gnathostomata,2,0,0,0,2,0,1
9638,Chordata,2,1,1,0,0,2,0
964,LECA,7,2,1,2,2,5,0
9641,LECA,2,0,0,0,2,0,0
9655,LECA,3,0,0,0,3,0,0
9673,Amniota,2,0,0,0,2,0,1
971,LECA,3,0,0,0,3,0,0
9712,LECA,2,1,0,0,1,1,0
972,Bilateria,8,0,0,0,8,0,0
9729,LECA,2,0,0,0,2,0,0
